ID (CME),ID (Dino),x (CME),y (CME),z (CME),x (Dino),y (Dino),z (Dino),t,t_start (CME),t_start (Dino),FI (CME),FI (Dino),Track Length (CME),Track Length (Dino),Distance,Multi ID (Dino),Multi Distance (Dino)
2.0,244.0,291.3,226.51,21.24000000000001,289.9553,225.4559,21.006702,1.0,1.0,1.0,229.96,22700.0,99.0,99.0,1.7244630633341862,244,1.72
2.0,244.0,291.98,226.98,20.919999999999987,290.61697,225.94449,20.77268,2.0,1.0,1.0,242.52,26580.0,99.0,99.0,1.7180904875471703,244,1.72
2.0,244.0,291.7,226.58,20.900000000000006,290.43076,225.54506,20.582558,3.0,1.0,1.0,252.34,31620.0,99.0,99.0,1.6681847633172817,244,1.67
2.0,244.0,291.69,227.07,20.840000000000003,290.6664,226.05872,20.598406,4.0,1.0,1.0,272.54,31460.0,99.0,99.0,1.4590448448337614,244,1.46
2.0,244.0,292.56,227.12,20.72999999999999,291.28326,226.13696,20.696844,5.0,1.0,1.0,246.29,25900.0,99.0,99.0,1.6116860704045557,244,1.61
2.0,244.0,292.74,227.17,21.439999999999998,291.39474,226.08385,21.305553,6.0,1.0,1.0,207.15,22500.0,99.0,99.0,1.7342209449516328,244,1.73
2.0,244.0,292.42,227.28,21.0,291.06534,226.20981,20.832245,7.0,1.0,1.0,194.14,21310.0,99.0,99.0,1.734517826868625,244,1.73
2.0,244.0,292.66,227.48,21.349999999999994,291.51883,226.45793,21.205784,8.0,1.0,1.0,190.98,19120.0,99.0,99.0,1.5387313958115207,244,1.54
2.0,244.0,292.27,227.31,21.689999999999998,291.05615,226.27638,21.416563,9.0,1.0,1.0,215.83,23520.0,99.0,99.0,1.617581503315668,244,1.62
2.0,244.0,292.73,227.34,21.830000000000013,291.43222,226.23126,21.70451,10.0,1.0,1.0,178.69,16030.0,99.0,99.0,1.711515426778312,244,1.71
2.0,244.0,292.36,227.23,21.370000000000005,291.12115,226.14403,21.190956,11.0,1.0,1.0,187.96,20240.0,99.0,99.0,1.6571472225894843,244,1.66
2.0,244.0,293.24,227.2,21.47,291.8904,226.1098,21.205873,12.0,1.0,1.0,208.73,20450.0,99.0,99.0,1.7549128958808708,244,1.75
2.0,244.0,292.68,227.97,21.25999999999999,291.41888,226.91083,21.177544,13.0,1.0,1.0,187.89,19650.0,99.0,99.0,1.6489583788670958,244,1.65
2.0,244.0,292.44,227.59,21.080000000000013,291.26852,226.50607,21.151249,14.0,1.0,1.0,196.85,22530.0,99.0,99.0,1.5976063517966363,244,1.60
2.0,244.0,292.39,227.86,21.05000000000001,291.01233,226.7681,20.996157,15.0,1.0,1.0,194.02,23710.0,99.0,99.0,1.7587266153524062,244,1.76
2.0,244.0,292.17,227.87,21.169999999999987,290.7688,226.83215,21.041498,16.0,1.0,1.0,209.33,28210.0,99.0,99.0,1.7484298174373565,244,1.75
2.0,244.0,292.42,228.14,21.210000000000008,291.4038,227.1097,20.908255,17.0,1.0,1.0,254.58,37600.0,99.0,99.0,1.4782525410176106,244,1.48
2.0,244.0,292.64,228.26,21.580000000000013,291.72595,227.34386,21.339571,18.0,1.0,1.0,247.4,38530.0,99.0,99.0,1.3162849258959595,244,1.32
2.0,244.0,292.2,228.42,21.080000000000013,291.25507,227.46512,20.813854,19.0,1.0,1.0,264.3,45380.0,99.0,99.0,1.3694970655740584,244,1.37
2.0,244.0,292.19,228.29,21.319999999999993,291.26688,227.401,20.93302,20.0,1.0,1.0,293.96,53860.0,99.0,99.0,1.3387400997953005,244,1.34
2.0,244.0,291.96,228.42,21.360000000000014,291.1303,227.49133,21.040836,21.0,1.0,1.0,290.21,48030.0,99.0,99.0,1.2855721363641877,244,1.29
2.0,244.0,292.11,227.7,20.72,291.38794,226.75362,20.62419,22.0,1.0,1.0,284.66,47580.0,99.0,99.0,1.1942300046891947,244,1.19
2.0,244.0,291.74,228.6,20.819999999999993,291.2524,227.8665,20.883524,23.0,1.0,1.0,267.64,40580.0,99.0,99.0,0.8830692546884283,244,0.88
2.0,244.0,290.95,228.29,19.97,290.12442,227.48743,20.207348,24.0,1.0,1.0,252.81,36930.0,99.0,99.0,1.175599853012924,244,1.18
2.0,244.0,291.08,228.38,20.370000000000005,290.2551,227.62344,20.49906,25.0,1.0,1.0,264.66,40580.0,99.0,99.0,1.1267206961798204,244,1.13
2.0,244.0,291.2,227.62,20.169999999999987,290.29465,226.8515,20.190136,26.0,1.0,1.0,283.04,46620.0,99.0,99.0,1.1877105417550289,244,1.19
2.0,244.0,291.25,228.23,20.69999999999999,290.29822,227.39159,20.584038,27.0,1.0,1.0,292.48,48350.0,99.0,99.0,1.2736811539564912,244,1.27
2.0,244.0,291.47,228.42,20.430000000000007,290.70032,227.57777,20.395662,28.0,1.0,1.0,289.23,48930.0,99.0,99.0,1.1414629970104504,244,1.14
2.0,244.0,291.22,228.52,20.120000000000005,290.45923,227.67313,19.956112,29.0,1.0,1.0,342.16,57440.0,99.0,99.0,1.1501387161312748,244,1.15
2.0,244.0,290.93,227.58,20.110000000000014,290.41507,226.71843,20.621428,30.0,1.0,1.0,270.23,40740.0,99.0,99.0,1.1265053790302026,244,1.13
2.0,244.0,291.45,227.38,19.710000000000008,290.96533,226.60329,20.15648,31.0,1.0,1.0,247.12,40640.0,99.0,99.0,1.0185910972514922,244,1.02
2.0,244.0,291.34,227.53,19.75,291.117,226.74979,20.370253,32.0,1.0,1.0,261.16,35680.0,99.0,99.0,1.0213571501237948,244,1.02
2.0,244.0,290.88,227.08,19.28,290.83957,226.35692,20.234726,33.0,1.0,1.0,220.61,31140.0,99.0,99.0,1.198324249264785,244,1.20
2.0,244.0,292.23,227.31,20.060000000000002,291.8727,226.5923,20.836115,34.0,1.0,1.0,192.05,29340.0,99.0,99.0,1.1158454522132595,244,1.12
2.0,244.0,292.95,227.49,20.55000000000001,292.26694,226.71924,21.01764,35.0,1.0,1.0,216.19,28260.0,99.0,99.0,1.131074317098571,244,1.13
2.0,244.0,292.96,227.53,20.55000000000001,292.24023,226.76811,21.12696,36.0,1.0,1.0,216.65,30640.0,99.0,99.0,1.1964230299521792,244,1.20
2.0,244.0,292.14,227.97,20.69999999999999,291.426,227.12854,20.771599,37.0,1.0,1.0,217.92,29950.0,99.0,99.0,1.1058830627155023,244,1.11
2.0,244.0,292.19,227.55,20.629999999999995,291.28302,226.72762,21.01731,38.0,1.0,1.0,210.77,27660.0,99.0,99.0,1.284106935149863,244,1.28
2.0,244.0,292.33,227.55,20.569999999999993,291.8976,226.84796,21.413363,39.0,1.0,1.0,197.38,25460.0,99.0,99.0,1.1794452388173873,244,1.18
2.0,244.0,292.9,227.29,19.22999999999999,292.3015,226.81699,21.18761,40.0,1.0,1.0,157.09,13280.0,99.0,99.0,2.100994436499066,244,2.10
2.0,244.0,292.77,227.47,19.22999999999999,290.8933,226.9917,21.187855,41.0,1.0,1.0,134.19,6636.0,99.0,99.0,2.753900866230467,244,2.75
2.0,244.0,291.59,227.84,18.47,290.3174,227.18526,20.834349,42.0,1.0,1.0,116.48,2594.0,99.0,99.0,2.7637549495931966,244,2.76
2.0,244.0,291.97,228.01,18.659999999999997,290.34674,227.39632,21.099869,43.0,1.0,1.0,109.0,3160.0,99.0,99.0,2.994083650661929,244,2.99
2.0,244.0,291.9,228.39,19.0,290.41754,227.83237,21.123026,44.0,1.0,1.0,117.83,3244.0,99.0,99.0,2.648750321411211,244,2.65
2.0,244.0,292.53,228.4,18.94999999999999,290.7292,227.8213,21.269667,45.0,1.0,1.0,118.28,6970.0,99.0,99.0,2.9930969447862816,244,2.99
2.0,244.0,292.0,228.11,18.849999999999994,291.30954,227.09247,21.104813,46.0,1.0,1.0,107.88,4864.0,99.0,99.0,2.5683231839994423,244,2.57
2.0,244.0,292.66,228.35,19.689999999999998,291.27286,227.487,21.005749,47.0,1.0,1.0,146.18,9210.0,99.0,99.0,2.097646731602138,244,2.10
2.0,244.0,292.36,228.33,19.30000000000001,291.10257,227.49298,20.603588,48.0,1.0,1.0,125.43,10000.0,99.0,99.0,1.9952629799211945,244,2.00
2.0,244.0,292.05,228.21,19.659999999999997,290.45132,227.38763,20.53222,49.0,1.0,1.0,129.06,12616.0,99.0,99.0,1.998208669708952,244,2.00
2.0,244.0,292.61,228.52,19.5,290.99802,227.81046,20.298872,50.0,1.0,1.0,127.69,6504.0,99.0,99.0,1.9339397623462988,244,1.93
2.0,244.0,291.94,228.92,19.27000000000001,290.70258,228.00377,20.042782,51.0,1.0,1.0,148.98,14830.0,99.0,99.0,1.7227529389973246,244,1.72
2.0,244.0,292.23,228.89,19.659999999999997,291.25156,227.815,20.22382,52.0,1.0,1.0,157.11,17580.0,99.0,99.0,1.5591224538181878,244,1.56
2.0,244.0,291.49,228.76,19.879999999999995,290.36322,227.74763,20.410131,53.0,1.0,1.0,149.26,16040.0,99.0,99.0,1.6048567108813812,244,1.60
2.0,244.0,292.12,228.72,20.069999999999993,291.16342,227.73944,20.330702,54.0,1.0,1.0,165.23,21380.0,99.0,99.0,1.394456432737881,244,1.39
2.0,244.0,292.36,228.87,19.650000000000006,291.59674,227.85141,19.973188,55.0,1.0,1.0,161.56,19410.0,99.0,99.0,1.313218146022981,244,1.31
2.0,244.0,291.92,229.34,20.120000000000005,291.14694,228.36307,20.610565,56.0,1.0,1.0,154.15,20200.0,99.0,99.0,1.3389055260641372,244,1.34
2.0,244.0,291.68,229.23,19.400000000000006,290.84735,228.1845,19.833075,57.0,1.0,1.0,149.18,17090.0,99.0,99.0,1.4049662729492642,244,1.40
2.0,244.0,291.91,229.34,19.560000000000002,290.97446,228.39307,19.882418,58.0,1.0,1.0,151.2,20910.0,99.0,99.0,1.369622168053665,244,1.37
2.0,244.0,292.18,229.9,19.5,291.38394,229.01031,19.930758,59.0,1.0,1.0,156.6,17860.0,99.0,99.0,1.2691777945835727,244,1.27
2.0,244.0,292.25,229.77,19.539999999999992,291.71362,228.97412,20.32229,60.0,1.0,1.0,149.54,16110.0,99.0,99.0,1.2381866268459036,244,1.24
2.0,244.0,292.3,229.74,19.439999999999998,291.45447,228.74033,19.707537,61.0,1.0,1.0,151.31,22260.0,99.0,99.0,1.3363521752027092,244,1.34
2.0,244.0,292.4,229.96,18.97999999999999,291.61813,229.30101,19.983597,62.0,1.0,1.0,127.93,12520.0,99.0,99.0,1.4327579891276105,244,1.43
2.0,244.0,293.15,230.18,19.659999999999997,292.3492,229.2848,19.786707,63.0,1.0,1.0,165.28,22880.0,99.0,99.0,1.2077741278273022,244,1.21
2.0,244.0,291.92,229.79,19.650000000000006,291.06607,228.98788,19.988092,64.0,1.0,1.0,158.1,18540.0,99.0,99.0,1.2193847382036507,244,1.22
2.0,244.0,292.08,230.09,19.75,291.2698,229.28304,20.176554,65.0,1.0,1.0,140.72,14350.0,99.0,99.0,1.2204740048505827,244,1.22
2.0,244.0,292.21,230.05,19.120000000000005,291.58844,229.25081,20.008854,66.0,1.0,1.0,129.98,14504.0,99.0,99.0,1.347257556303171,244,1.35
2.0,244.0,292.18,230.01,19.53,291.45477,229.10449,19.601105,67.0,1.0,1.0,156.16,26100.0,99.0,99.0,1.1623092678048306,244,1.16
2.0,244.0,292.14,230.22,19.349999999999994,291.5046,229.29482,19.483372,68.0,1.0,1.0,165.24,26830.0,99.0,99.0,1.1302562907518048,244,1.13
2.0,244.0,292.3,230.1,19.650000000000006,291.77136,229.16063,19.795908,69.0,1.0,1.0,181.71,30720.0,99.0,99.0,1.0877340626108885,244,1.09
2.0,244.0,291.68,230.13,19.30000000000001,290.9517,229.15794,19.135986,70.0,1.0,1.0,211.02,37540.0,99.0,99.0,1.225651714719964,244,1.23
2.0,244.0,292.37,230.05,19.44999999999999,291.87445,229.04416,19.671198,71.0,1.0,1.0,174.24,30600.0,99.0,99.0,1.1428965234455823,244,1.14
2.0,244.0,291.53,230.15,19.340000000000003,290.9347,229.0645,19.434214,72.0,1.0,1.0,164.18,26880.0,99.0,99.0,1.2415992178621627,244,1.24
2.0,244.0,291.34,229.41,18.69999999999999,290.74173,228.32013,19.355608,73.0,1.0,1.0,136.24,20200.0,99.0,99.0,1.4055480993064389,244,1.41
2.0,244.0,291.7,229.14,19.039999999999992,290.90787,228.13005,19.093687,74.0,1.0,1.0,160.51,25440.0,99.0,99.0,1.2846599679950055,244,1.28
2.0,244.0,291.56,228.83,18.94999999999999,290.74213,227.79799,18.855957,75.0,1.0,1.0,166.92,23650.0,99.0,99.0,1.3201515302604743,244,1.32
2.0,244.0,291.11,229.16,19.039999999999992,290.36612,228.1491,18.710817,76.0,1.0,1.0,185.18,29780.0,99.0,99.0,1.2975506586985208,244,1.30
2.0,244.0,291.25,229.2,18.919999999999987,290.28198,228.22227,18.678244,77.0,1.0,1.0,191.03,32600.0,99.0,99.0,1.3969483300523329,244,1.40
2.0,244.0,290.58,229.16,18.659999999999997,289.6774,228.1152,18.400251,78.0,1.0,1.0,180.63,33630.0,99.0,99.0,1.4049068805444114,244,1.40
2.0,244.0,290.39,229.18,18.30000000000001,289.58984,228.16428,18.04628,79.0,1.0,1.0,200.38,35680.0,99.0,99.0,1.317693812082324,244,1.32
2.0,244.0,291.39,228.67,19.099999999999994,290.4619,227.67401,18.522844,80.0,1.0,1.0,214.33,39000.0,99.0,99.0,1.478673303483869,244,1.48
2.0,244.0,290.54,229.03,18.319999999999993,289.56958,227.93466,17.91518,81.0,1.0,1.0,194.78,31580.0,99.0,99.0,1.5183424924568472,244,1.52
2.0,244.0,290.29,229.1,18.340000000000003,289.28183,228.03418,18.168673,82.0,1.0,1.0,176.66,25200.0,99.0,99.0,1.4770687059947551,244,1.48
2.0,244.0,289.95,229.19,17.55000000000001,288.98105,228.12311,17.437252,83.0,1.0,1.0,162.83,19410.0,99.0,99.0,1.4456246006844298,244,1.45
2.0,244.0,289.16,228.79,17.889999999999986,288.2371,227.80605,18.071346,84.0,1.0,1.0,159.28,16110.0,99.0,99.0,1.3611716953478135,244,1.36
2.0,244.0,289.5,228.71,17.189999999999998,288.93375,227.74768,17.295948,85.0,1.0,1.0,157.96,23260.0,99.0,99.0,1.1215720322850598,244,1.12
2.0,244.0,289.86,228.85,17.960000000000008,288.9182,227.88202,17.846233,86.0,1.0,1.0,160.87,21970.0,99.0,99.0,1.3553285397603674,244,1.36
2.0,244.0,289.34,228.91,17.849999999999994,288.62094,227.96254,17.795183,87.0,1.0,1.0,179.44,26820.0,99.0,99.0,1.1906857850369041,244,1.19
2.0,244.0,289.85,229.17,18.340000000000003,289.08414,228.19765,18.05631,88.0,1.0,1.0,199.61,27710.0,99.0,99.0,1.2698370282048037,244,1.27
2.0,244.0,289.61,229.15,17.669999999999987,288.5984,228.15482,17.49274,89.0,1.0,1.0,178.25,24130.0,99.0,99.0,1.430083529028979,244,1.43
2.0,244.0,289.86,229.18,18.139999999999986,288.8143,228.15497,17.652754,90.0,1.0,1.0,194.77,27490.0,99.0,99.0,1.543238042369368,244,1.54
2.0,244.0,289.8,229.27,18.28,288.77948,228.35258,17.875795,91.0,1.0,1.0,183.1,27230.0,99.0,99.0,1.43056010318515,244,1.43
2.0,244.0,289.85,228.68,17.75999999999999,288.9212,227.79088,17.450008,92.0,1.0,1.0,187.54,25170.0,99.0,99.0,1.322610620879809,244,1.32
2.0,244.0,289.81,229.2,18.330000000000013,287.24564,227.8245,16.60411,93.0,1.0,1.0,194.89,37540.0,99.0,99.0,3.383288156764086,244,3.38
2.0,244.0,289.32,229.17,18.539999999999992,288.46014,228.24515,18.135494,94.0,1.0,1.0,190.11,30060.0,99.0,99.0,1.3260210579534266,244,1.33
2.0,244.0,289.73,229.7,18.27000000000001,288.6252,228.6925,17.68164,95.0,1.0,1.0,187.74,25920.0,99.0,99.0,1.6068001679113746,244,1.61
2.0,244.0,289.56,229.12,18.659999999999997,288.3325,228.1232,17.91215,96.0,1.0,1.0,240.49,38900.0,99.0,99.0,1.7491844135196435,244,1.75
2.0,244.0,289.8,229.3,18.629999999999995,288.63318,228.2318,17.944662,97.0,1.0,1.0,196.28,29940.0,99.0,99.0,1.7240093754513348,244,1.72
2.0,244.0,290.39,228.99,18.379999999999995,289.09534,227.86269,17.606054,98.0,1.0,1.0,206.09,37060.0,99.0,99.0,1.8830732228503362,244,1.88
2.0,244.0,290.42,228.72,18.539999999999992,289.1986,227.64503,17.752644,99.0,1.0,1.0,192.98,28160.0,99.0,99.0,1.8075696201352922,244,1.81
3.0,370.0,316.53,152.07,36.44,315.12,151.59251,36.842968,1.0,1.0,1.0,240.35,13500.0,99.0,13.0,1.5422321190806203,370,1.54
3.0,370.0,316.55,152.28,36.28,315.29453,151.57799,35.943512,2.0,1.0,1.0,297.32,27260.0,99.0,13.0,1.477243086003116,370,1.48
3.0,370.0,316.82,151.7,36.53,315.77203,150.94417,36.426292,3.0,1.0,1.0,302.48,28600.0,99.0,13.0,1.2962543959670902,370,1.30
3.0,370.0,317.03,152.4,36.24000000000001,315.969,151.57231,35.748764,4.0,1.0,1.0,325.4,38460.0,99.0,13.0,1.4325168563741204,370,1.43
3.0,370.0,316.97,151.81,36.03999999999999,316.1036,150.96562,35.80808,5.0,1.0,1.0,305.49,34000.0,99.0,13.0,1.2318333616200268,370,1.23
3.0,370.0,316.78,151.89,36.16999999999999,315.84534,151.00145,35.78287,6.0,1.0,1.0,320.51,38660.0,99.0,13.0,1.346469477931031,370,1.35
3.0,370.0,316.31,152.14,35.56999999999999,315.20035,151.20735,35.0667,7.0,1.0,1.0,310.71,39840.0,99.0,13.0,1.5344282436790453,370,1.53
3.0,370.0,317.55,152.16,35.5,316.42438,151.38115,35.502926,8.0,1.0,1.0,261.81,24910.0,99.0,13.0,1.3688083388027952,370,1.37
3.0,370.0,317.13,151.81,35.55000000000001,315.7931,151.02791,35.134468,9.0,1.0,1.0,261.74,28370.0,99.0,13.0,1.6036312609587235,370,1.60
3.0,370.0,316.97,151.98,35.47999999999999,315.5797,151.29454,34.928837,10.0,1.0,1.0,267.37,35260.0,99.0,13.0,1.6451656920106938,370,1.65
3.0,370.0,316.23,152.02,35.21000000000001,315.1434,151.23845,34.816284,11.0,1.0,1.0,256.33,34700.0,99.0,13.0,1.3951817986040709,370,1.40
3.0,370.0,316.13,150.4,35.870000000000005,314.97897,149.5073,35.475365,12.0,1.0,1.0,268.26,28770.0,99.0,13.0,1.509145497997135,370,1.51
3.0,370.0,315.73,149.82,35.099999999999994,314.50693,148.99625,34.703514,13.0,1.0,1.0,253.23,32860.0,99.0,13.0,1.5269791863663358,370,1.53
3.0,380.0,317.91,150.21,36.03999999999999,317.3495,148.8253,36.983223,14.0,1.0,1.0,173.28,20620.0,99.0,99.0,1.7666986069301969,380,1.77
3.0,380.0,317.6,150.83,35.81,316.36343,149.97891,36.484688,15.0,1.0,1.0,160.32,13890.0,99.0,99.0,1.6458017652026216,380,1.65
3.0,380.0,317.37,150.86,35.91999999999999,316.3054,149.83333,35.822006,16.0,1.0,1.0,202.52,22820.0,99.0,99.0,1.4822372525800362,380,1.48
3.0,380.0,316.56,151.68,35.81,315.56854,150.60114,35.60681,17.0,1.0,1.0,223.29,24380.0,99.0,99.0,1.4792626566300113,380,1.48
3.0,380.0,316.11,151.49,35.849999999999994,315.185,150.39377,35.35923,18.0,1.0,1.0,254.15,31330.0,99.0,99.0,1.5159816640711925,380,1.52
3.0,380.0,315.99,151.78,36.09,315.1355,150.60822,35.577564,19.0,1.0,1.0,244.97,36100.0,99.0,99.0,1.5381252460369024,380,1.54
3.0,380.0,316.5,151.54,35.91999999999999,315.69363,150.35928,35.495518,20.0,1.0,1.0,249.39,36350.0,99.0,99.0,1.4914815666390142,380,1.49
3.0,380.0,316.7,151.47,35.43000000000001,315.9802,150.3197,34.93194,21.0,1.0,1.0,259.45,40220.0,99.0,99.0,1.4454639025585967,380,1.45
3.0,380.0,316.35,150.58,35.31,315.7056,149.35086,34.726418,22.0,1.0,1.0,270.59,40640.0,99.0,99.0,1.5055246428816853,380,1.51
3.0,380.0,316.22,151.38,36.25,315.45398,150.31133,35.556904,23.0,1.0,1.0,330.67,55360.0,99.0,99.0,1.4863459471186478,380,1.49
3.0,380.0,316.24,151.6,35.639999999999986,315.43607,150.41855,34.977776,24.0,1.0,1.0,305.0,49730.0,99.0,99.0,1.5750137058375095,380,1.58
3.0,380.0,316.18,151.72,35.66,315.43307,150.63219,34.873165,25.0,1.0,1.0,323.44,53660.0,99.0,99.0,1.5363412180323106,380,1.54
3.0,380.0,316.03,151.71,35.56,315.17307,150.57278,34.625797,26.0,1.0,1.0,328.02,60160.0,99.0,99.0,1.7030365816708102,380,1.70
3.0,380.0,315.8,151.74,35.58000000000001,314.91144,150.61507,34.477913,27.0,1.0,1.0,330.86,62340.0,99.0,99.0,1.8082041184747397,380,1.81
3.0,380.0,315.89,151.88,35.68000000000001,315.09314,150.8594,34.511707,28.0,1.0,1.0,370.04,inf,99.0,99.0,1.7439950554542827,380,1.74
3.0,380.0,315.79,151.84,35.68000000000001,314.85754,150.75235,34.518368,29.0,1.0,1.0,396.17,inf,99.0,99.0,1.8444113092052146,380,1.84
3.0,380.0,315.55,151.89,35.84,314.75208,150.84831,34.699593,30.0,1.0,1.0,375.35,inf,99.0,99.0,1.7384828179044614,380,1.74
3.0,380.0,316.35,151.81,35.629999999999995,315.52118,150.72316,34.6079,31.0,1.0,1.0,333.02,61900.0,99.0,99.0,1.7067079972860004,380,1.71
3.0,380.0,316.32,151.98,35.629999999999995,315.4926,150.89336,34.694748,32.0,1.0,1.0,323.7,60800.0,99.0,99.0,1.655316753103161,380,1.66
3.0,380.0,315.85,152.06,35.46000000000001,315.09564,150.92038,34.538437,33.0,1.0,1.0,340.99,57920.0,99.0,99.0,1.6483540629880036,380,1.65
3.0,380.0,316.04,151.9,35.56,315.2692,150.81516,34.58043,34.0,1.0,1.0,349.15,inf,99.0,99.0,1.6524429946294814,380,1.65
3.0,380.0,316.25,151.72,35.41999999999999,315.4419,150.63602,34.392185,35.0,1.0,1.0,370.09,inf,99.0,99.0,1.6983644852107018,380,1.70
3.0,380.0,316.32,152.53,35.19999999999999,315.71347,151.41481,34.169518,36.0,1.0,1.0,376.65,inf,99.0,99.0,1.6350597938069535,380,1.64
3.0,380.0,316.24,152.28,35.629999999999995,315.34433,151.19693,34.518692,37.0,1.0,1.0,367.32,inf,99.0,99.0,1.7917228704975448,380,1.79
3.0,380.0,316.11,152.18,35.69,315.3388,151.11673,34.532417,38.0,1.0,1.0,399.75,inf,99.0,99.0,1.7507972283474345,380,1.75
3.0,380.0,316.11,152.56,35.44,315.25946,151.48428,34.34763,39.0,1.0,1.0,397.44,inf,99.0,99.0,1.7532438583665444,380,1.75
3.0,380.0,316.26,152.77,35.19999999999999,315.32132,151.63849,33.960182,40.0,1.0,1.0,397.3,inf,99.0,99.0,1.9231702201375638,380,1.92
3.0,380.0,316.37,152.47,35.69,315.47812,151.35933,34.42011,41.0,1.0,1.0,383.35,inf,99.0,99.0,1.9083129710296516,380,1.91
3.0,380.0,315.98,152.57,34.97999999999999,315.06134,151.54117,33.83228,42.0,1.0,1.0,390.11,inf,99.0,99.0,1.7943490638390471,380,1.79
3.0,380.0,316.14,152.52,35.09,315.34262,151.49141,33.96671,43.0,1.0,1.0,402.8,inf,99.0,99.0,1.7191837239224863,380,1.72
3.0,380.0,315.4,152.73,35.16999999999999,314.59317,151.707,34.12117,44.0,1.0,1.0,397.61,inf,99.0,99.0,1.672587222777919,380,1.67
3.0,380.0,315.98,152.75,35.21000000000001,315.05124,151.73566,34.190353,45.0,1.0,1.0,426.23,inf,99.0,99.0,1.712063310105395,380,1.71
3.0,380.0,315.79,152.37,34.91,314.89606,151.37102,33.739742,46.0,1.0,1.0,415.11,inf,99.0,99.0,1.779492498035354,380,1.78
3.0,380.0,315.52,152.66,35.03,314.73486,151.74367,33.901585,47.0,1.0,1.0,462.33,inf,99.0,99.0,1.6520974247074285,380,1.65
3.0,380.0,315.35,152.51,34.650000000000006,314.49844,151.52278,33.519276,48.0,1.0,1.0,449.75,inf,99.0,99.0,1.7257736022363963,380,1.73
3.0,380.0,315.38,152.81,34.72,314.56354,151.87805,33.665974,49.0,1.0,1.0,452.3,inf,99.0,99.0,1.6266863689033644,380,1.63
3.0,380.0,315.41,152.79,34.53,314.51926,151.90117,33.656143,50.0,1.0,1.0,414.54,inf,99.0,99.0,1.5320125890308685,380,1.53
3.0,380.0,315.27,153.08,34.58000000000001,314.6908,151.82741,33.166878,51.0,1.0,1.0,394.71,inf,99.0,99.0,1.975188126479111,380,1.98
3.0,380.0,314.87,152.14,34.129999999999995,314.02133,151.17871,33.367767,52.0,1.0,1.0,394.75,inf,99.0,99.0,1.4917501061803282,380,1.49
3.0,380.0,314.42,152.69,33.97999999999999,313.66855,151.93497,33.281975,53.0,1.0,1.0,369.34,inf,99.0,99.0,1.273572261014286,380,1.27
3.0,380.0,314.5,152.58,33.83000000000001,313.76004,151.72565,33.08247,54.0,1.0,1.0,306.29,inf,99.0,99.0,1.3550851725998743,380,1.36
3.0,380.0,314.57,152.08,33.28,313.86426,151.37286,32.81771,55.0,1.0,1.0,310.09,inf,99.0,99.0,1.100830582469439,380,1.10
3.0,380.0,314.21,152.88,34.08000000000001,313.42978,152.00552,33.421444,56.0,1.0,1.0,321.7,inf,99.0,99.0,1.3443044759041765,380,1.34
3.0,380.0,313.56,152.34,33.69,312.8752,151.47858,33.005215,57.0,1.0,1.0,308.98,inf,99.0,99.0,1.2961195749717724,380,1.30
3.0,380.0,313.98,153.14,33.900000000000006,313.20847,152.29259,32.999134,58.0,1.0,1.0,325.28,inf,99.0,99.0,1.4577111507277674,380,1.46
3.0,380.0,314.45,153.31,33.360000000000014,313.64517,152.33615,32.22733,59.0,1.0,1.0,343.26,inf,99.0,99.0,1.6967841584302918,380,1.70
3.0,380.0,314.5,153.52,34.09,313.7812,152.59132,32.961285,60.0,1.0,1.0,352.63,inf,99.0,99.0,1.62883932099671,380,1.63
3.0,380.0,315.07,153.58,34.349999999999994,314.22333,152.56313,33.345387,61.0,1.0,1.0,359.88,inf,99.0,99.0,1.661361479500785,380,1.66
3.0,380.0,314.91,153.82,34.25,313.9011,152.76076,33.244083,62.0,1.0,1.0,314.43,63170.0,99.0,99.0,1.77531338036107,380,1.78
3.0,380.0,315.83,154.39,34.56999999999999,314.83752,153.12299,33.66629,63.0,1.0,1.0,297.18,inf,99.0,99.0,1.8458121937510308,380,1.85
3.0,380.0,315.35,153.92,34.84,314.30832,152.59953,33.697,64.0,1.0,1.0,289.25,inf,99.0,99.0,2.033515980586356,380,2.03
3.0,380.0,315.24,153.78,34.18000000000001,314.22647,152.44426,33.161144,65.0,1.0,1.0,271.88,64320.0,99.0,99.0,1.9620173182813614,380,1.96
3.0,380.0,315.25,154.08,34.379999999999995,314.13342,152.95706,33.390102,66.0,1.0,1.0,259.97,59800.0,99.0,99.0,1.867523277071531,380,1.87
3.0,380.0,315.09,153.95,34.349999999999994,313.99457,152.6248,33.37525,67.0,1.0,1.0,275.13,inf,99.0,99.0,1.9764259377471995,380,1.98
3.0,380.0,314.71,154.19,34.18000000000001,313.68414,152.80043,33.058655,68.0,1.0,1.0,259.27,65150.0,99.0,99.0,2.0592979710388977,380,2.06
3.0,380.0,315.53,154.16,34.25,314.45062,152.82994,33.072273,69.0,1.0,1.0,256.53,inf,99.0,99.0,2.078740405757513,380,2.08
3.0,380.0,314.88,153.86,34.139999999999986,313.38107,152.5935,32.710655,70.0,1.0,1.0,262.1,inf,99.0,99.0,2.427723321123083,380,2.43
3.0,380.0,315.12,154.26,33.94999999999999,313.75256,152.93411,32.733936,71.0,1.0,1.0,248.47,inf,99.0,99.0,2.2597982427190053,380,2.26
